STATION,year,month,PRCP_sum,TMAX_mean,TMIN_mean,TMEAN,ym
USW00024233,2014,8,1.81,79.48387096774194,58.806451612903224,68.54838709677419,2014-08-01
USW00024233,2014,9,2.23,73.7,55.833333333333336,64.0,2014-09-01
USW00024233,2014,10,6.75,64.3225806451613,51.58064516129032,57.41935483870968,2014-10-01
USW00024233,2014,11,4.84,51.86666666666667,40.06666666666667,45.833333333333336,2014-11-01
USW00024233,2014,12,4.79,50.25806451612903,40.25806451612903,44.87096774193548,2014-12-01
USW00024233,2015,1,3.66,50.29032258064516,39.83870967741935,44.516129032258064,2015-01-01
USW00024233,2015,2,5.27,54.535714285714285,42.964285714285715,48.67857142857143,2015-02-01
USW00024233,2015,3,4.47,57.87096774193548,43.16129032258065,50.193548387096776,2015-03-01
USW00024233,2015,4,2.0300000000000002,59.9,42.833333333333336,50.56666666666667,2015-04-01
USW00024233,2015,5,0.58,68.03225806451613,50.225806451612904,58.16129032258065,2015-05-01
USW00024233,2015,6,0.22999999999999998,78.9,56.43333333333333,66.86666666666666,2015-06-01
USW00024233,2015,7,0.09,82.58064516129032,59.903225806451616,70.64516129032258,2015-07-01
USW00024233,2015,8,3.2800000000000002,78.96774193548387,58.45161290322581,68.35483870967742,2015-08-01
USW00024233,2015,9,0.8300000000000001,68.53333333333333,52.46666666666667,60.0,2015-09-01
USW00024233,2015,10,4.81,63.58064516129032,50.903225806451616,56.70967741935484,2015-10-01
USW00024233,2015,11,8.37,49.43333333333333,38.233333333333334,44.0,2015-11-01
USW00024233,2015,12,11.209999999999999,47.064516129032256,38.87096774193548,42.61290322580645,2015-12-01
USW00024233,2016,1,7.45,49.064516129032256,38.354838709677416,43.45161290322581,2016-01-01
USW00024233,2016,2,5.97,53.55172413793103,41.241379310344826,47.206896551724135,2016-02-01
USW00024233,2016,3,5.5200000000000005,56.41935483870968,42.29032258064516,48.354838709677416,2016-03-01
USW00024233,2016,4,1.19,65.9,47.5,55.8,2016-04-01
USW00024233,2016,5,0.94,68.83870967741936,50.70967741935484,59.32258064516129,2016-05-01
USW00024233,2016,6,1.77,73.1,53.93333333333333,62.53333333333333,2016-06-01
USW00024233,2016,7,0.72,75.96774193548387,57.645161290322584,65.70967741935483,2016-07-01
USW00024233,2016,8,0.17,79.54838709677419,57.903225806451616,68.09677419354838,2016-08-01
USW00024233,2016,9,1.05,69.56666666666666,52.86666666666667,60.46666666666667,2016-09-01
USW00024233,2016,10,10.05,60.54838709677419,49.096774193548384,54.16129032258065,2016-10-01
USW00024233,2016,11,6.48,56.03333333333333,45.7,50.833333333333336,2016-11-01
USW00024233,2016,12,3.87,41.903225806451616,34.0,38.0,2016-12-01
USW00024233,2017,1,4.22,43.67741935483871,32.03225806451613,37.70967741935484,2017-01-01
USW00024233,2017,2,8.85,46.642857142857146,36.0,40.92857142857143,2017-02-01
USW00024233,2017,3,7.32,51.54838709677419,40.54838709677419,45.54838709677419,2017-03-01
USW00024233,2017,4,4.21,57.3,43.96666666666667,50.06666666666667,2017-04-01
USW00024233,2017,5,2.28,67.0,48.83870967741935,57.225806451612904,2017-05-01
USW00024233,2017,6,1.52,72.1,53.7,62.03333333333333,2017-06-01
USW00024233,2017,7,0.0,78.3225806451613,56.32258064516129,66.54838709677419,2017-07-01
USW00024233,2017,8,0.02,81.51612903225806,59.0,69.51612903225806,2017-08-01
USW00024233,2017,9,0.59,73.8,55.56666666666667,64.06666666666666,2017-09-01
USW00024233,2017,10,4.800000000000001,61.096774193548384,45.29032258064516,52.354838709677416,2017-10-01
USW00024233,2017,11,8.63,51.333333333333336,42.0,46.333333333333336,2017-11-01
USW00024233,2017,12,5.43,45.54838709677419,34.54838709677419,39.903225806451616,2017-12-01
USW00024233,2018,1,8.120000000000001,49.67741935483871,40.29032258064516,44.54838709677419,2018-01-01
USW00024233,2018,2,2.16,45.785714285714285,36.5,40.892857142857146,2018-02-01
USW00024233,2018,3,2.44,54.03225806451613,38.61290322580645,45.935483870967744,2018-03-01
USW00024233,2018,4,5.6899999999999995,58.56666666666667,44.1,51.03333333333333,2018-04-01
USW00024233,2018,5,0.12,70.83870967741936,51.483870967741936,59.774193548387096,2018-05-01
USW00024233,2018,6,0.63,71.86666666666666,53.4,61.833333333333336,2018-06-01
USW00024233,2018,7,0.05,82.83870967741936,58.516129032258064,69.83870967741936,2018-07-01
USW00024233,2018,8,0.2,79.09677419354838,58.516129032258064,67.90322580645162,2018-08-01
USW00024233,2018,9,1.04,70.53333333333333,54.1,61.333333333333336,2018-09-01
USW00024233,2018,10,3.7800000000000002,60.516129032258064,47.03225806451613,53.25806451612903,2018-10-01
USW00024233,2018,11,5.42,53.86666666666667,43.233333333333334,48.6,2018-11-01
USW00024233,2018,12,6.08,48.935483870967744,39.41935483870968,43.87096774193548,2018-12-01
USW00024233,2019,1,3.83,51.12903225806452,38.87096774193548,44.74193548387097,2019-01-01
USW00024233,2019,2,4.62,41.75,31.571428571428573,36.75,2019-02-01
USW00024233,2019,3,1.37,57.193548387096776,39.67741935483871,47.516129032258064,2019-03-01
USW00024233,2019,4,3.5300000000000002,59.333333333333336,45.56666666666667,52.0,2019-04-01
USW00024233,2019,5,0.62,69.74193548387096,51.225806451612904,59.58064516129032,2019-05-01
USW00024233,2019,6,0.8999999999999999,73.36666666666666,53.9,62.06666666666667,2019-06-01
USW00024233,2019,7,1.15,76.45161290322581,58.54838709677419,66.54838709677419,2019-07-01
USW00024233,2019,8,1.2,78.3225806451613,59.87096774193548,68.09677419354838,2019-08-01
USW00024233,2019,9,3.32,69.43333333333334,56.13333333333333,62.13333333333333,2019-09-01
USW00024233,2019,10,3.67,57.96774193548387,43.70967741935484,50.645161290322584,2019-10-01
USW00024233,2019,11,1.71,52.56666666666667,40.7,46.333333333333336,2019-11-01
USW00024233,2019,12,7.96,48.16129032258065,40.74193548387097,44.38709677419355,2019-12-01
USW00024233,2020,1,9.23,49.32258064516129,40.774193548387096,44.74193548387097,2020-01-01
USW00024233,2020,2,4.05,49.51724137931034,37.758620689655174,43.758620689655174,2020-02-01
USW00024233,2020,3,3.17,51.29032258064516,38.32258064516129,44.193548387096776,2020-03-01
USW00024233,2020,4,1.7,61.0,43.63333333333333,51.56666666666667,2020-04-01
USW00024233,2020,5,3.12,68.0,50.54838709677419,58.645161290322584,2020-05-01
USW00024233,2020,6,2.2800000000000002,70.26666666666667,53.36666666666667,60.8,2020-06-01
USW00024233,2020,7,0.16999999999999998,76.83870967741936,57.225806451612904,66.12903225806451,2020-07-01
USW00024233,2020,8,0.31,78.38709677419355,57.41935483870968,67.12903225806451,2020-08-01
USW00024233,2020,9,2.48,74.3,56.733333333333334,64.53333333333333,2020-09-01
USW00024233,2020,10,2.58,60.16129032258065,48.45161290322581,53.96774193548387,2020-10-01
USW00024233,2020,11,5.58,51.43333333333333,41.233333333333334,46.266666666666666,2020-11-01
USW00024233,2020,12,6.6499999999999995,49.83870967741935,38.935483870967744,44.16129032258065,2020-12-01
USW00024233,2021,1,8.75,48.806451612903224,38.83870967741935,43.806451612903224,2021-01-01
USW00024233,2021,2,4.68,46.57142857142857,36.285714285714285,41.07142857142857,2021-02-01
USW00024233,2021,3,2.61,53.193548387096776,37.935483870967744,45.064516129032256,2021-03-01
USW00024233,2021,4,1.03,62.766666666666666,43.233333333333334,52.9,2021-04-01
USW00024233,2021,5,1.12,65.70967741935483,48.096774193548384,55.806451612903224,2021-05-01
USW00024233,2021,6,1.9100000000000001,76.56666666666666,55.53333333333333,65.93333333333334,2021-06-01
USW00024233,2021,7,0.0,79.12903225806451,56.87096774193548,67.06451612903226,2021-07-01
USW00024233,2021,8,0.11,77.80645161290323,57.12903225806452,66.51612903225806,2021-08-01
USW00024233,2021,9,3.02,70.33333333333333,53.43333333333333,61.233333333333334,2021-09-01
USW00024233,2021,10,5.76,57.87096774193548,45.774193548387096,51.70967741935484,2021-10-01
USW00024233,2021,11,10.26,53.06666666666667,42.7,47.7,2021-11-01
USW00024233,2021,12,4.08,41.87096774193548,34.16129032258065,38.064516129032256,2021-12-01
